set,filename,class,xmin,ymin,xmax,ymax
UNASSIGNED,image/186704.jpg,skirt,0.35100000000000003,0.541,0.634,0.6729999999999999
UNASSIGNED,image/186704.jpg,stocking,0.40399999999999997,0.6629999999999999,0.569,0.94
UNASSIGNED,image/53145.jpg,T-shirt,0.419,0.22,0.669,0.33899999999999997
UNASSIGNED,image/53145.jpg,belt,0.424,0.316,0.624,0.381
UNASSIGNED,image/53145.jpg,pants,0.318,0.35600000000000004,0.677,0.86
UNASSIGNED,image/53145.jpg,shoe,0.306,0.885,0.6890000000000001,0.97
UNASSIGNED,image/133345.jpg,bag,0.48100000000000004,0.34600000000000003,0.762,0.5529999999999999
UNASSIGNED,image/133345.jpg,dress,0.311,0.19399999999999998,0.6890000000000001,0.6659999999999999
UNASSIGNED,image/133345.jpg,shoe,0.376,0.895,0.539,0.932
UNASSIGNED,image/72490.jpg,bag,0.581,0.514,0.6890000000000001,0.619
UNASSIGNED,image/72490.jpg,shoe,0.434,0.833,0.654,0.94
UNASSIGNED,image/35999.jpg,bag,0.504,0.461,0.627,0.573
UNASSIGNED,image/35999.jpg,blouse,0.298,0.16699999999999998,0.672,0.484
UNASSIGNED,image/35999.jpg,shoe,0.293,0.861,0.659,0.98
UNASSIGNED,image/35999.jpg,skirt,0.326,0.364,0.607,0.611
UNASSIGNED,image/35999.jpg,socks,0.336,0.841,0.619,0.935
UNASSIGNED,image/2499.jpg,blouse,0.353,0.18,0.815,0.42700000000000005
UNASSIGNED,image/2499.jpg,hat,0.484,0.033,0.629,0.11699999999999999
UNASSIGNED,image/2499.jpg,shoe,0.524,0.885,0.6990000000000001,0.938
UNASSIGNED,image/2499.jpg,shorts,0.47600000000000003,0.35700000000000004,0.767,0.579
UNASSIGNED,image/97943.jpg,T-shirt,0.401,0.182,0.679,0.419
UNASSIGNED,image/97943.jpg,bag,0.29600000000000004,0.581,0.469,0.75
UNASSIGNED,image/97943.jpg,legging,0.401,0.414,0.682,0.82
UNASSIGNED,image/97943.jpg,shoe,0.484,0.863,0.614,0.927
UNASSIGNED,image/80202.jpg,T-shirt,0.368,0.34700000000000003,0.619,0.539
UNASSIGNED,image/80202.jpg,blazer,0.17800000000000002,0.195,0.6890000000000001,0.579
UNASSIGNED,image/80202.jpg,legging,0.33299999999999996,0.479,0.599,0.81
UNASSIGNED,image/80202.jpg,scarf,0.39299999999999996,0.239,0.586,0.419
UNASSIGNED,image/80202.jpg,shoe,0.363,0.7879999999999999,0.596,0.98
UNASSIGNED,image/101443.jpg,T-shirt,0.348,0.175,0.632,0.442
UNASSIGNED,image/101443.jpg,belt,0.35100000000000003,0.41600000000000004,0.672,0.47600000000000003
UNASSIGNED,image/101443.jpg,shoe,0.45899999999999996,0.902,0.584,1.0
UNASSIGNED,image/101443.jpg,skirt,0.33799999999999997,0.42200000000000004,0.6920000000000001,0.639
UNASSIGNED,image/101443.jpg,socks,0.353,0.16399999999999998,0.373,0.19399999999999998
UNASSIGNED,image/47897.jpg,belt,0.45399999999999996,0.47100000000000003,0.674,0.504
UNASSIGNED,image/47897.jpg,blouse,0.439,0.272,0.7170000000000001,0.499
UNASSIGNED,image/47897.jpg,pants,0.449,0.47700000000000004,0.7490000000000001,0.9
UNASSIGNED,image/47897.jpg,shoe,0.5660000000000001,0.917,0.634,0.972
UNASSIGNED,image/29665.jpg,blouse,0.441,0.22,0.539,0.449
UNASSIGNED,image/29665.jpg,coat,0.233,0.19,0.7040000000000001,0.631
UNASSIGNED,image/29665.jpg,hat,0.35600000000000004,0.035,0.644,0.2
UNASSIGNED,image/29665.jpg,legging,0.353,0.442,0.679,0.885
UNASSIGNED,image/29665.jpg,shoe,0.396,0.902,0.5489999999999999,0.95
UNASSIGNED,image/135478.jpg,T-shirt,0.511,0.25,0.637,0.414
UNASSIGNED,image/135478.jpg,coat,0.336,0.18,0.777,0.5579999999999999
UNASSIGNED,image/135478.jpg,jeans,0.451,0.381,0.7390000000000001,0.816
UNASSIGNED,image/135478.jpg,shoe,0.491,0.83,0.687,0.975
UNASSIGNED,image/135478.jpg,socks,0.504,0.805,0.7190000000000001,0.848
UNASSIGNED,image/99561.jpg,bag,0.12300000000000001,0.594,0.484,0.838
UNASSIGNED,image/99561.jpg,belt,0.316,0.344,0.564,0.401
UNASSIGNED,image/99561.jpg,blouse,0.243,0.16699999999999998,0.7120000000000001,0.452
UNASSIGNED,image/99561.jpg,shoe,0.35100000000000003,0.741,0.5589999999999999,0.9670000000000001
UNASSIGNED,image/99561.jpg,skirt,0.261,0.392,0.5589999999999999,0.611
UNASSIGNED,image/55434.jpg,T-shirt,0.366,0.18,0.594,0.364
UNASSIGNED,image/55434.jpg,bag,0.28800000000000003,0.42100000000000004,0.524,0.541
UNASSIGNED,image/55434.jpg,belt,0.40399999999999997,0.34600000000000003,0.509,0.381
UNASSIGNED,image/55434.jpg,shoe,0.41600000000000004,0.8809999999999999,0.647,0.9620000000000001
UNASSIGNED,image/55434.jpg,shorts,0.386,0.359,0.619,0.573
UNASSIGNED,image/176420.jpg,bag,0.46399999999999997,0.5489999999999999,0.7020000000000001,0.693
UNASSIGNED,image/176420.jpg,shoe,0.396,0.925,0.5710000000000001,0.98
UNASSIGNED,image/176420.jpg,skirt,0.271,0.431,0.5660000000000001,0.639
UNASSIGNED,image/176420.jpg,sunglass,0.48100000000000004,0.07200000000000001,0.569,0.11699999999999999
UNASSIGNED,image/186564.jpg,bag,0.47100000000000003,0.36700000000000005,0.81,0.5710000000000001
UNASSIGNED,image/186564.jpg,blouse,0.331,0.16399999999999998,0.629,0.441
UNASSIGNED,image/186564.jpg,legging,0.316,0.429,0.622,0.836
UNASSIGNED,image/186564.jpg,shoe,0.514,0.841,0.586,0.883
UNASSIGNED,image/186564.jpg,sunglass,0.391,0.125,0.479,0.17
UNASSIGNED,image/10477.jpg,T-shirt,0.298,0.314,0.581,0.499
UNASSIGNED,image/10477.jpg,legging,0.33799999999999997,0.474,0.5760000000000001,0.861
UNASSIGNED,image/10477.jpg,scarf,0.348,0.292,0.45399999999999996,0.33899999999999997
UNASSIGNED,image/10477.jpg,shoe,0.298,0.7959999999999999,0.441,0.91
UNASSIGNED,image/89468.jpg,bag,0.524,0.436,0.672,0.551
UNASSIGNED,image/89468.jpg,shoe,0.39799999999999996,0.9420000000000001,0.632,1.0
UNASSIGNED,image/89468.jpg,shorts,0.331,0.391,0.624,0.539
UNASSIGNED,image/89468.jpg,sweater,0.28600000000000003,0.21899999999999997,0.672,0.469
UNASSIGNED,image/5277.jpg,bag,0.419,0.588,0.479,0.6809999999999999
UNASSIGNED,image/5277.jpg,blouse,0.444,0.301,0.747,0.47600000000000003
UNASSIGNED,image/5277.jpg,shoe,0.531,0.878,0.6970000000000001,0.9470000000000001
UNASSIGNED,image/148571.jpg,T-shirt,0.301,0.17,0.7120000000000001,0.40399999999999997
UNASSIGNED,image/148571.jpg,bag,0.602,0.392,0.6940000000000001,0.48700000000000004
UNASSIGNED,image/148571.jpg,shoe,0.318,0.902,0.589,1.0
UNASSIGNED,image/148571.jpg,skirt,0.331,0.336,0.654,0.6990000000000001
UNASSIGNED,image/148571.jpg,stocking,0.32799999999999996,0.6829999999999999,0.619,0.9329999999999999
UNASSIGNED,image/168448.jpg,T-shirt,0.401,0.147,0.747,0.33899999999999997
UNASSIGNED,image/168448.jpg,belt,0.39799999999999996,0.309,0.6890000000000001,0.37200000000000005
UNASSIGNED,image/168448.jpg,shoe,0.47600000000000003,0.7509999999999999,0.772,0.968
UNASSIGNED,image/168448.jpg,skirt,0.368,0.341,0.7290000000000001,0.6579999999999999
UNASSIGNED,image/99066.jpg,T-shirt,0.24100000000000002,0.22,0.486,0.384
UNASSIGNED,image/99066.jpg,belt,0.23800000000000002,0.366,0.449,0.42700000000000005
UNASSIGNED,image/99066.jpg,shoe,0.17300000000000001,0.871,0.596,0.978
UNASSIGNED,image/99066.jpg,skirt,0.17,0.396,0.499,0.599
UNASSIGNED,image/99066.jpg,stocking,0.185,0.5589999999999999,0.591,0.8859999999999999
UNASSIGNED,image/28192.jpg,bag,0.5710000000000001,0.301,0.6890000000000001,0.444
UNASSIGNED,image/28192.jpg,blouse,0.306,0.18,0.7120000000000001,0.48100000000000004
UNASSIGNED,image/28192.jpg,hat,0.429,0.03,0.607,0.077
UNASSIGNED,image/28192.jpg,shoe,0.426,0.863,0.649,0.988
UNASSIGNED,image/28192.jpg,shorts,0.33299999999999996,0.41700000000000004,0.654,0.579
UNASSIGNED,image/18019.jpg,T-shirt,0.32299999999999995,0.207,0.561,0.5710000000000001
UNASSIGNED,image/18019.jpg,bag,0.469,0.529,0.5710000000000001,0.619
UNASSIGNED,image/18019.jpg,blazer,0.271,0.155,0.687,0.523
UNASSIGNED,image/18019.jpg,legging,0.33299999999999996,0.444,0.569,0.912
UNASSIGNED,image/18019.jpg,shoe,0.361,0.915,0.609,1.0
UNASSIGNED,image/58512.jpg,belt,0.524,0.401,0.747,0.449
UNASSIGNED,image/58512.jpg,blouse,0.516,0.185,0.762,0.409
UNASSIGNED,image/58512.jpg,coat,0.466,0.209,0.87,0.45899999999999996
UNASSIGNED,image/58512.jpg,pants,0.45399999999999996,0.39899999999999997,0.799,0.865
UNASSIGNED,image/58512.jpg,scarf,0.541,0.195,0.7490000000000001,0.40700000000000003
UNASSIGNED,image/58512.jpg,shoe,0.499,0.888,0.657,0.95
UNASSIGNED,image/102400.jpg,blouse,0.16,0.182,0.45899999999999996,0.45399999999999996
UNASSIGNED,image/102400.jpg,shoe,0.301,0.902,0.474,0.98
UNASSIGNED,image/102400.jpg,shorts,0.17,0.434,0.494,0.579
UNASSIGNED,image/144521.jpg,T-shirt,0.35100000000000003,0.22699999999999998,0.602,0.41700000000000004
UNASSIGNED,image/144521.jpg,bag,0.47600000000000003,0.43700000000000006,0.682,0.624
UNASSIGNED,image/144521.jpg,shoe,0.419,0.831,0.534,0.948
UNASSIGNED,image/144521.jpg,sunglass,0.396,0.1,0.48100000000000004,0.159
UNASSIGNED,image/92467.jpg,bag,0.228,0.5429999999999999,0.40399999999999997,0.653
UNASSIGNED,image/92467.jpg,coat,0.243,0.159,0.639,0.511
UNASSIGNED,image/92467.jpg,dress,0.29600000000000004,0.23399999999999999,0.669,0.613
UNASSIGNED,image/92467.jpg,hat,0.358,0.006999999999999999,0.531,0.098
UNASSIGNED,image/92467.jpg,shoe,0.429,0.861,0.5710000000000001,0.9670000000000001
UNASSIGNED,image/92467.jpg,stocking,0.331,0.594,0.629,0.9129999999999999
UNASSIGNED,image/192478.jpg,bag,0.203,0.606,0.45399999999999996,0.82
UNASSIGNED,image/192478.jpg,blazer,0.271,0.28,0.622,0.574
UNASSIGNED,image/192478.jpg,blouse,0.434,0.332,0.5660000000000001,0.45899999999999996
UNASSIGNED,image/192478.jpg,shoe,0.424,0.873,0.569,0.97
UNASSIGNED,image/192478.jpg,skirt,0.35100000000000003,0.451,0.617,0.649
UNASSIGNED,image/85699.jpg,bag,0.251,0.5539999999999999,0.419,0.746
UNASSIGNED,image/85699.jpg,blouse,0.33299999999999996,0.27399999999999997,0.722,0.48100000000000004
UNASSIGNED,image/85699.jpg,shoe,0.431,0.873,0.551,0.968
UNASSIGNED,image/85699.jpg,skirt,0.331,0.449,0.667,0.71
UNASSIGNED,image/92215.jpg,T-shirt,0.331,0.185,0.654,0.40399999999999997
UNASSIGNED,image/92215.jpg,shoe,0.444,0.831,0.7190000000000001,0.925
UNASSIGNED,image/92215.jpg,skirt,0.28800000000000003,0.359,0.644,0.581
UNASSIGNED,image/126735.jpg,T-shirt,0.419,0.159,0.669,0.33899999999999997
UNASSIGNED,image/126735.jpg,bag,0.511,0.18,0.747,0.619
UNASSIGNED,image/126735.jpg,hat,0.401,0.035,0.614,0.125
UNASSIGNED,image/126735.jpg,skirt,0.226,0.321,0.684,0.568
UNASSIGNED,image/126735.jpg,socks,0.474,0.763,0.589,0.871
UNASSIGNED,image/187717.jpg,bag,0.461,0.282,0.792,0.526
UNASSIGNED,image/187717.jpg,dress,0.21100000000000002,0.18,0.634,0.6409999999999999
UNASSIGNED,image/187717.jpg,shoe,0.45399999999999996,0.821,0.591,0.983
UNASSIGNED,image/27483.jpg,bag,0.213,0.581,0.373,0.7559999999999999
UNASSIGNED,image/27483.jpg,dress,0.331,0.36700000000000005,0.742,0.679
UNASSIGNED,image/27483.jpg,scarf,0.391,0.265,0.652,0.39399999999999996
UNASSIGNED,image/27483.jpg,shoe,0.303,0.831,0.589,0.985
UNASSIGNED,image/27483.jpg,stocking,0.321,0.669,0.599,0.855
UNASSIGNED,image/27483.jpg,sweater,0.293,0.307,0.7170000000000001,0.628
UNASSIGNED,image/81865.jpg,dress,0.41600000000000004,0.26899999999999996,0.7340000000000001,0.6659999999999999
UNASSIGNED,image/81865.jpg,shoe,0.419,0.927,0.669,1.0
UNASSIGNED,image/104795.jpg,belt,0.39799999999999996,0.409,0.627,0.45899999999999996
UNASSIGNED,image/104795.jpg,blouse,0.34299999999999997,0.267,0.634,0.424
UNASSIGNED,image/104795.jpg,shoe,0.368,0.853,0.539,0.978
UNASSIGNED,image/104795.jpg,skirt,0.321,0.441,0.667,0.643
UNASSIGNED,image/104795.jpg,sunglass,0.42100000000000004,0.142,0.489,0.192
UNASSIGNED,image/67987.jpg,bag,0.38299999999999995,0.501,0.581,0.591
UNASSIGNED,image/67987.jpg,dress,0.341,0.242,0.7490000000000001,0.778
UNASSIGNED,image/67987.jpg,shoe,0.491,0.902,0.604,0.95
UNASSIGNED,image/67987.jpg,stocking,0.456,0.7559999999999999,0.659,0.912
UNASSIGNED,image/108127.jpg,T-shirt,0.41600000000000004,0.255,0.599,0.377
UNASSIGNED,image/108127.jpg,belt,0.434,0.336,0.637,0.386
UNASSIGNED,image/108127.jpg,skirt,0.331,0.377,0.7290000000000001,0.596
UNASSIGNED,image/108127.jpg,stocking,0.28300000000000003,0.578,0.634,0.836
UNASSIGNED,image/9015.jpg,blouse,0.35600000000000004,0.22,0.7290000000000001,0.48100000000000004
UNASSIGNED,image/9015.jpg,legging,0.39299999999999996,0.42700000000000005,0.6890000000000001,0.86
UNASSIGNED,image/121414.jpg,belt,0.451,0.34600000000000003,0.599,0.39899999999999997
UNASSIGNED,image/121414.jpg,blazer,0.348,0.172,0.7120000000000001,0.442
UNASSIGNED,image/121414.jpg,scarf,0.45399999999999996,0.157,0.584,0.33899999999999997
UNASSIGNED,image/121414.jpg,shoe,0.409,0.902,0.596,1.0
UNASSIGNED,image/121414.jpg,skirt,0.373,0.426,0.7090000000000001,0.619
UNASSIGNED,image/100073.jpg,T-shirt,0.321,0.26,0.546,0.39399999999999996
UNASSIGNED,image/100073.jpg,belt,0.331,0.364,0.546,0.40700000000000003
UNASSIGNED,image/100073.jpg,shoe,0.426,0.823,0.509,0.9
UNASSIGNED,image/100073.jpg,skirt,0.258,0.39399999999999996,0.627,0.589
UNASSIGNED,image/103777.jpg,belt,0.511,0.40399999999999997,0.662,0.426
UNASSIGNED,image/103777.jpg,blazer,0.391,0.22699999999999998,0.757,0.457
UNASSIGNED,image/103777.jpg,blouse,0.494,0.287,0.669,0.389
UNASSIGNED,image/103777.jpg,pants,0.439,0.371,0.7070000000000001,0.912
UNASSIGNED,image/103777.jpg,shoe,0.479,0.888,0.667,0.948
UNASSIGNED,image/27726.jpg,blazer,0.318,0.18,0.7240000000000001,0.5579999999999999
UNASSIGNED,image/27726.jpg,dress,0.35600000000000004,0.23199999999999998,0.682,0.579
UNASSIGNED,image/27726.jpg,shoe,0.391,0.902,0.669,1.0
UNASSIGNED,image/39229.jpg,belt,0.514,0.387,0.6890000000000001,0.436
UNASSIGNED,image/39229.jpg,blouse,0.353,0.22,0.8320000000000001,0.444
UNASSIGNED,image/39229.jpg,skirt,0.451,0.397,0.767,0.579
UNASSIGNED,image/179874.jpg,T-shirt,0.602,0.35200000000000004,0.865,0.5379999999999999
UNASSIGNED,image/179874.jpg,shoe,0.6920000000000001,0.902,0.81,1.0
UNASSIGNED,image/179874.jpg,skirt,0.586,0.499,0.855,0.696
UNASSIGNED,image/179874.jpg,sunglass,0.7290000000000001,0.275,0.777,0.302
UNASSIGNED,image/27366.jpg,bag,0.511,0.18,0.757,0.556
UNASSIGNED,image/27366.jpg,coat,0.15,0.222,0.7490000000000001,0.619
UNASSIGNED,image/27366.jpg,scarf,0.363,0.22,0.561,0.614
UNASSIGNED,image/27366.jpg,shoe,0.39799999999999996,0.741,0.5660000000000001,0.943
UNASSIGNED,image/27366.jpg,socks,0.406,0.735,0.569,0.8009999999999999
UNASSIGNED,image/27366.jpg,sunglass,0.461,0.12,0.531,0.15
UNASSIGNED,image/73135.jpg,bag,0.14,0.501,0.268,0.691
UNASSIGNED,image/73135.jpg,blouse,0.213,0.396,0.509,0.626
UNASSIGNED,image/73135.jpg,pants,0.256,0.613,0.519,0.898
UNASSIGNED,image/73135.jpg,shoe,0.28800000000000003,0.873,0.48100000000000004,0.9570000000000001
UNASSIGNED,image/167701.jpg,T-shirt,0.353,0.26,0.594,0.419
UNASSIGNED,image/167701.jpg,belt,0.456,0.42100000000000004,0.569,0.499
UNASSIGNED,image/167701.jpg,blazer,0.303,0.217,0.7170000000000001,0.499
UNASSIGNED,image/167701.jpg,hat,0.42100000000000004,0.025,0.591,0.139
UNASSIGNED,image/167701.jpg,shoe,0.434,0.902,0.579,0.98
UNASSIGNED,image/167701.jpg,shorts,0.33299999999999996,0.381,0.6890000000000001,0.591
UNASSIGNED,image/13689.jpg,T-shirt,0.331,0.239,0.544,0.366
UNASSIGNED,image/13689.jpg,belt,0.29600000000000004,0.332,0.491,0.396
UNASSIGNED,image/13689.jpg,dress,0.0,0.384,0.561,0.835
UNASSIGNED,image/13689.jpg,shoe,0.341,0.835,0.509,0.9570000000000001
UNASSIGNED,image/6962.jpg,T-shirt,0.456,0.22,0.637,0.33899999999999997
UNASSIGNED,image/6962.jpg,bag,0.195,0.516,0.386,0.87
UNASSIGNED,image/6962.jpg,belt,0.429,0.336,0.561,0.379
UNASSIGNED,image/6962.jpg,shoe,0.35600000000000004,0.937,0.506,0.98
UNASSIGNED,image/6962.jpg,shorts,0.38799999999999996,0.35600000000000004,0.7440000000000001,0.5579999999999999
UNASSIGNED,image/6962.jpg,sweater,0.331,0.162,0.8370000000000001,0.556
UNASSIGNED,image/20101.jpg,bag,0.466,0.43200000000000005,0.802,0.6459999999999999
UNASSIGNED,image/20101.jpg,blouse,0.373,0.23199999999999998,0.634,0.462
UNASSIGNED,image/20101.jpg,scarf,0.358,0.21,0.536,0.327
UNASSIGNED,image/20101.jpg,shoe,0.41600000000000004,0.763,0.6890000000000001,0.965
UNASSIGNED,image/20101.jpg,skirt,0.376,0.447,0.561,0.628
UNASSIGNED,image/20101.jpg,sunglass,0.381,0.14,0.449,0.182
UNASSIGNED,image/30005.jpg,belt,0.46399999999999997,0.48200000000000004,0.531,0.503
UNASSIGNED,image/30005.jpg,blouse,0.341,0.26,0.7490000000000001,0.5329999999999999
UNASSIGNED,image/30005.jpg,pants,0.426,0.47700000000000004,0.722,0.86
UNASSIGNED,image/30005.jpg,shoe,0.494,0.841,0.767,0.92
UNASSIGNED,image/112448.jpg,T-shirt,0.396,0.22,0.444,0.285
UNASSIGNED,image/112448.jpg,blazer,0.301,0.18,0.684,0.526
UNASSIGNED,image/112448.jpg,dress,0.306,0.192,0.5660000000000001,0.594
UNASSIGNED,image/112448.jpg,shoe,0.213,0.838,0.529,0.9470000000000001
UNASSIGNED,image/121268.jpg,T-shirt,0.35100000000000003,0.22899999999999998,0.594,0.45899999999999996
UNASSIGNED,image/121268.jpg,belt,0.363,0.42100000000000004,0.619,0.511
UNASSIGNED,image/121268.jpg,legging,0.263,0.486,0.637,0.883
UNASSIGNED,image/121268.jpg,shoe,0.271,0.9279999999999999,0.32799999999999996,0.97
UNASSIGNED,image/30421.jpg,belt,0.366,0.297,0.579,0.35600000000000004
UNASSIGNED,image/30421.jpg,blouse,0.268,0.1,0.672,0.45899999999999996
UNASSIGNED,image/30421.jpg,shoe,0.34299999999999997,0.885,0.534,0.978
UNASSIGNED,image/30421.jpg,skirt,0.371,0.33899999999999997,0.672,0.679
UNASSIGNED,image/187097.jpg,bag,0.551,0.561,0.7020000000000001,0.9
UNASSIGNED,image/187097.jpg,shoe,0.41600000000000004,0.907,0.541,0.977
UNASSIGNED,image/184291.jpg,blouse,0.271,0.177,0.7490000000000001,0.402
UNASSIGNED,image/184291.jpg,shoe,0.331,0.865,0.599,0.953
UNASSIGNED,image/184291.jpg,skirt,0.331,0.377,0.644,0.603
UNASSIGNED,image/138419.jpg,shoe,0.33299999999999996,0.902,0.659,0.972
UNASSIGNED,image/138419.jpg,skirt,0.306,0.37200000000000005,0.591,0.7559999999999999
UNASSIGNED,image/94359.jpg,T-shirt,0.484,0.23199999999999998,0.622,0.46399999999999997
UNASSIGNED,image/94359.jpg,hat,0.461,0.04,0.6890000000000001,0.179
UNASSIGNED,image/94359.jpg,legging,0.406,0.563,0.6940000000000001,0.86
UNASSIGNED,image/94359.jpg,shoe,0.41600000000000004,0.838,0.7040000000000001,0.995
UNASSIGNED,image/94359.jpg,skirt,0.341,0.449,0.7120000000000001,0.586
UNASSIGNED,image/32309.jpg,bag,0.727,0.461,0.95,0.604
UNASSIGNED,image/32309.jpg,belt,0.526,0.344,0.674,0.41200000000000003
UNASSIGNED,image/32309.jpg,blouse,0.509,0.18,0.847,0.39899999999999997
UNASSIGNED,image/32309.jpg,shoe,0.534,0.825,0.7090000000000001,1.0
UNASSIGNED,image/32309.jpg,skirt,0.45899999999999996,0.381,0.767,0.588
UNASSIGNED,image/143772.jpg,bag,0.7020000000000001,0.18,0.912,0.469
UNASSIGNED,image/143772.jpg,shoe,0.511,0.958,0.624,1.0
UNASSIGNED,image/46855.jpg,T-shirt,0.316,0.22,0.509,0.446
UNASSIGNED,image/46855.jpg,bag,0.521,0.5579999999999999,0.8320000000000001,0.92
UNASSIGNED,image/46855.jpg,blazer,0.251,0.149,0.6890000000000001,0.526
UNASSIGNED,image/46855.jpg,hat,0.28600000000000003,0.013000000000000001,0.627,0.139
UNASSIGNED,image/46855.jpg,shoe,0.431,0.823,0.772,0.97
UNASSIGNED,image/46855.jpg,shorts,0.293,0.42100000000000004,0.5710000000000001,0.579
UNASSIGNED,image/17829.jpg,bag,0.308,0.39899999999999997,0.5589999999999999,0.578
UNASSIGNED,image/17829.jpg,belt,0.534,0.39899999999999997,0.629,0.419
UNASSIGNED,image/17829.jpg,blouse,0.429,0.217,0.652,0.579
UNASSIGNED,image/17829.jpg,hat,0.519,0.053,0.6920000000000001,0.159
UNASSIGNED,image/17829.jpg,legging,0.431,0.536,0.637,0.9179999999999999
UNASSIGNED,image/17829.jpg,shoe,0.434,0.902,0.5660000000000001,0.972
UNASSIGNED,image/16986.jpg,belt,0.231,0.341,0.434,0.42200000000000004
UNASSIGNED,image/16986.jpg,dress,0.221,0.262,0.509,0.579
UNASSIGNED,image/16986.jpg,hat,0.21100000000000002,0.06,0.358,0.129
UNASSIGNED,image/16986.jpg,shoe,0.32299999999999995,0.8959999999999999,0.449,0.98
UNASSIGNED,image/16986.jpg,sunglass,0.21100000000000002,0.1,0.29100000000000004,0.165
UNASSIGNED,image/102867.jpg,T-shirt,0.409,0.192,0.7070000000000001,0.36700000000000005
UNASSIGNED,image/102867.jpg,shoe,0.426,0.878,0.612,0.973
UNASSIGNED,image/102867.jpg,skirt,0.24600000000000002,0.35600000000000004,0.622,0.631
UNASSIGNED,image/33559.jpg,belt,0.664,0.364,0.87,0.419
UNASSIGNED,image/33559.jpg,blouse,0.589,0.18,0.95,0.41700000000000004
UNASSIGNED,image/33559.jpg,hat,0.6920000000000001,0.0,0.9,0.098
UNASSIGNED,image/33559.jpg,shoe,0.521,0.841,0.835,0.988
UNASSIGNED,image/33559.jpg,skirt,0.607,0.384,0.892,0.628
UNASSIGNED,image/33559.jpg,stocking,0.581,0.618,0.799,0.86
UNASSIGNED,image/9123.jpg,dress,0.273,0.215,0.586,0.7559999999999999
UNASSIGNED,image/47925.jpg,bag,0.12,0.26,0.326,0.451
UNASSIGNED,image/47925.jpg,dress,0.24100000000000002,0.192,0.647,0.6459999999999999
UNASSIGNED,image/47925.jpg,shoe,0.341,0.91,0.501,0.98
UNASSIGNED,image/47925.jpg,stocking,0.336,0.631,0.509,0.94
UNASSIGNED,image/47925.jpg,sunglass,0.419,0.1,0.5660000000000001,0.179
UNASSIGNED,image/194176.jpg,bag,0.273,0.429,0.426,0.586
UNASSIGNED,image/194176.jpg,belt,0.424,0.376,0.581,0.39899999999999997
UNASSIGNED,image/194176.jpg,dress,0.376,0.22399999999999998,0.6890000000000001,0.7559999999999999
UNASSIGNED,image/194176.jpg,shoe,0.38299999999999995,0.861,0.556,0.995
UNASSIGNED,image/62342.jpg,bag,0.644,0.596,0.774,0.795
UNASSIGNED,image/62342.jpg,blazer,0.306,0.235,0.742,0.5329999999999999
UNASSIGNED,image/62342.jpg,dress,0.336,0.301,0.7340000000000001,1.0
UNASSIGNED,image/145827.jpg,blouse,0.45399999999999996,0.28,0.5760000000000001,0.48700000000000004
UNASSIGNED,image/145827.jpg,shoe,0.28800000000000003,0.841,0.426,0.932
UNASSIGNED,image/145827.jpg,stocking,0.33799999999999997,0.47600000000000003,0.544,0.9
UNASSIGNED,image/188983.jpg,dress,0.188,0.162,0.6970000000000001,0.654
UNASSIGNED,image/33479.jpg,blouse,0.341,0.16,0.759,0.36700000000000005
UNASSIGNED,image/33479.jpg,pants,0.368,0.35700000000000004,0.657,0.833
UNASSIGNED,image/33479.jpg,shoe,0.47600000000000003,0.861,0.649,0.978
UNASSIGNED,image/118418.jpg,T-shirt,0.424,0.26,0.556,0.366
UNASSIGNED,image/118418.jpg,bag,0.233,0.381,0.38299999999999995,0.539
UNASSIGNED,image/118418.jpg,blouse,0.268,0.152,0.6890000000000001,0.599
UNASSIGNED,image/118418.jpg,shoe,0.439,0.845,0.652,0.978
UNASSIGNED,image/118418.jpg,skirt,0.441,0.364,0.659,0.594
UNASSIGNED,image/118418.jpg,sunglass,0.391,0.098,0.486,0.132
UNASSIGNED,image/184090.jpg,bag,0.586,0.434,0.7070000000000001,0.528
UNASSIGNED,image/184090.jpg,blazer,0.271,0.157,0.7120000000000001,0.5479999999999999
UNASSIGNED,image/184090.jpg,dress,0.456,0.22,0.647,0.544
UNASSIGNED,image/184090.jpg,shoe,0.37799999999999995,0.861,0.556,0.978
UNASSIGNED,image/57669.jpg,belt,0.391,0.39399999999999996,0.46399999999999997,0.406
UNASSIGNED,image/57669.jpg,dress,0.281,0.18,0.649,0.669
UNASSIGNED,image/57669.jpg,shoe,0.313,0.8759999999999999,0.474,0.98
UNASSIGNED,image/64301.jpg,coat,0.251,0.155,0.657,0.619
UNASSIGNED,image/64301.jpg,jeans,0.358,0.429,0.599,0.888
UNASSIGNED,image/64301.jpg,scarf,0.361,0.157,0.569,0.539
UNASSIGNED,image/112150.jpg,T-shirt,0.268,0.18,0.47100000000000003,0.354
UNASSIGNED,image/112150.jpg,belt,0.271,0.327,0.444,0.39399999999999996
UNASSIGNED,image/112150.jpg,coat,0.155,0.172,0.564,0.444
UNASSIGNED,image/112150.jpg,shoe,0.266,0.845,0.29100000000000004,0.9
UNASSIGNED,image/112150.jpg,skirt,0.15,0.359,0.451,0.579
UNASSIGNED,image/15896.jpg,belt,0.496,0.392,0.649,0.43700000000000006
UNASSIGNED,image/15896.jpg,blouse,0.42100000000000004,0.18,0.787,0.442
UNASSIGNED,image/15896.jpg,shoe,0.5660000000000001,0.875,0.682,0.98
UNASSIGNED,image/15896.jpg,stocking,0.516,0.701,0.672,0.938
